"species","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd","PC6_mean","PC6_sd","PC7_mean","PC7_sd","PC8_mean","PC8_sd"
"Amblypomacentrus_clarus",-159.938945155761,84.3941196174902,-54.1514514748675,28.1320532750835,-8.76688753537553,11.3088453109346,-9.42734416971061,22.5241992784809,-3.34681891939909,33.5515081601708,-37.9791644598346,11.9126681600253,-36.7173693931578,83.1560102487556,11.8368111979741,16.2565317591365
"Amblypomacentrus_kuiteri",-155.649921863627,NA,-93.1498705282098,NA,-62.96412001361,NA,28.5170763095054,NA,27.4007004774374,NA,-116.554496565735,NA,-192.331113865881,NA,40.3671380468357,NA
"Amblypomacentrus_tricinctus",-174.110028514702,100.051037080376,-124.415380570563,68.8570878189091,-32.1519679720599,21.312932186487,-38.765902189161,42.007938419597,-32.632924996722,32.4596326179358,-103.428994922798,31.6284059560851,-263.744266835731,19.9596714621285,33.1406993414455,14.6203900918596
"Amphiprion_akallopisos",-193.380902170486,21.4017323507277,130.637649164707,22.8515749500514,141.87927538161,141.959176641652,-5.16678749275619,27.9585100825684,21.3906255240117,75.9111961825873,70.6670088951263,80.3391019547305,3.94108332417824,39.9338878566909,-6.14996735452015,57.7944518273454
"Amphiprion_akindynos",-74.3444620958013,112.011214388302,205.97265254255,72.9861442354852,158.530016412973,92.0160044788558,-168.993379114047,27.2246571740738,0.658258903198534,15.0851901595589,-11.0473132177635,3.00814362794004,-220.429811180424,42.8623010375566,29.4679719167702,20.3082129298541
"Amphiprion_allardi",-23.8874179246754,116.984464856671,155.049418183788,7.86499905219208,245.465537808556,175.741406520211,-1.46974936215709,38.9696166797369,7.66837008617994,26.7227258151569,-63.067377544128,44.7330370189272,-61.9667701334334,5.24609822838414,144.660194250262,38.9407102922552
"Amphiprion_barberi",-21.9622370640055,147.8937147407,236.135305796523,13.1672720194213,-29.2570833112889,29.0887902338522,-22.8253333666024,9.77799730585892,76.6938262132557,17.7641623766611,-64.7432942275015,15.3239281894215,-17.7345135687599,8.00684666469039,29.8724160672165,28.5630368360399
"Amphiprion_biaculeatus",155.521069310742,NA,293.69750075366,NA,-72.2679542752909,NA,-117.690866704297,NA,101.912760539255,NA,-73.9221609279528,NA,23.4671541676442,NA,-75.0945076551303,NA
"Amphiprion_bicinctus",-168.509199580903,NA,291.742560483911,NA,145.466558514071,NA,-179.006581990975,NA,-21.0140123781875,NA,-92.8247830860761,NA,23.9950727879562,NA,-22.9006099801672,NA
"Amphiprion_chagosensis",35.2241763286442,NA,153.190382818917,NA,39.7246994502715,NA,-66.8296124437917,NA,2.55989430058432,NA,-38.2392183909323,NA,-90.0493185384283,NA,-61.6843508274849,NA
